105,XxCerealKillerxX,p_cerealkiller,"Age: 32
Height: 6'10
Favorite Knife: Butcher","I Am Not A Serial Killer.

KNIFE FACTS:
1. There is a knife (the WASP knife) that once inside the victim, forces over 800 psi of CO2 inside the victim, creating a basketball-sized air pocket and freezing the surrounding internal organs!!

2. An elderly Eskimo in the 1950s, in order to escape government settlement made a knife out of his own feces & frozen spit, killed a dog with it and used its ribs and organs to make a sled, tied it to other dogs and rode off. (!!!)

3. Sumo referees carry a knife to show that they are willing to kill themselves if they make a bad call. They are serious!
","You catch a glimpse of a tall, hairy, heavily muscled beast. His face is obscured by an elegant hockey mask. You hear him speak into his phone in a muffled voice. '...and did you know! Sumo referees carry a knife to show that they are willing to kill themselves if they make a bad call! And...","*heavy breathing*
ok, yes, I just TYPED heavy breathing. i'm actually breathing normally
am i creeping you out yet?","uh, to be clear, i'm actually just a chef
i only use this cleaver for cutting onions
want to go out?"
107,TrenchcoatJackie,trenchcoatjackie_phone,"Age: 27
Height: 5'2
Skin Color: Invisible","I know I'm invisible but I'm actually extremely hot.
Turn-ons: stockings, bondage, being on-top

I'm really into Sexual Fantasy Football. If you know what that is, we should meet.",You catch a glimpse of a trenchcoat floating in midair above a pair of extremely sexy stockings. The 'absolute zone' between her stockings and her trenchcoat is the most absolute zone you have ever seen.,"Tell me I'm beautiful.
No, tell me harder!
You're terrible at this. I'm blocking you.","Tell me I'm beautiful!
Oh, yeah, keep it coming!
I'm liking this! Let's meet up. Here's my number: 421-312-4169"
108,wakeUpSheeple!!,sheeple,"Age: 37
Height: 5'3
Race: Sheeple","Message me if:
 - you understand that flouride is poison
 - you understand that vaccines cause autism
 - you know that 9/11 was an inside job
 - you are not a sheeple (my ex was a sheeple. it's a huge turn-off for me)","A very fluffy sheeple wearing a tinfoil hat stands majestically in the wind. He's speaking into a cell phone. 'It's me. Only I see through society's lies. Only //I// can //save us// from the government conspiracy that threatens our nation's oil reserves!' he says, before throwing the phone under the wheels of the bus and running off.","hey how's it going this is the player
hey this is the monster youre messaging
player indication of interest
monster indication of disinterest
player probing
monster rejects","player tentatively says something positive
monster responds positively
player says another thing
monster is enthusiastic
player asks if monster wants to go out
monster says yes"
110,literalCougar,literalcougar,"Age: 51
Length: 7'2
Race: Cougar","My name is Gillette because I'm the best a man can get. Also, I will cut you.

Please note that I am a COUGAR. A literal COUGAR. I hate it when I meet people off this site and they are surprised that I am a literal cougar.","A flash of tawny fur catches your eye, and you spot an extremely attractive older feline prowling the bus stop. That hair! Those ears! She's exactly your type!","hey how's it going this is the player
hey this is the monster youre messaging
player indication of interest
monster indication of disinterest
player probing
monster rejects","player tentatively says something positive
monster responds positively
player says another thing
monster is enthusiastic
player asks if monster wants to go out
monster says yes"
114,5HeadedDragon,5headeddragon,"Age: 29
Height: 6'2""
Heads: 5 (both kinds of heads)","Are you looking for dicks? Because I have five. I even have a photo of them

Each of my 5 heads is a different kind of dragon. Red, Green, Black, Asian, and Polynesian

You've met the rest, now sleep with the best ;-)

I'm really good at: don't you want to know ;-)
...
(it's sex)","He has 5 majestic, towering heads. The words on his t-shirt, 'sexpert', are stretched and distorted by his broad, muscular chest.","hey how's it going this is the player
hey this is the monster youre messaging
player indication of interest
monster indication of disinterest
player probing
monster rejects","player tentatively says something positive
monster responds positively
player says another thing
monster is enthusiastic
player asks if monster wants to go out
monster says yes"
115,BILLY,billy,"Height: 6'6
Finish: Birch Veneer
Price: $79.99
Name: BILLY","Adjustable shelves can be arranged according to your needs. A simple unit can be enough storage for a limited space, or the foundation for a larger storage solution if your needs change.","He is a 6-and-a-half-foot-tall bookcase. Perfectly geometric. So much space, and that finish! Is that birch veneer?","hey how's it going this is the player
hey this is the monster youre messaging
player indication of interest
monster indication of disinterest
player probing
monster rejects","player tentatively says something positive
monster responds positively
player says another thing
monster is enthusiastic
player asks if monster wants to go out
monster says yes"
117,walkMeHarder,literaldog,"Age: 19
Height: 3'2
Fur: Chocolate","So, my turn ons...
- Leashes
- Being collared
- Puppy play
- Walks
- Playing fetch
- Being told I am a good dog
- Being fed regularly by an all-powerful being","He is a large, majestic chocolate labrador. He looks big enough to ride! You want to grab his big puppy cheeks and tell him he's a good dog!","hey how's it going this is the player
hey this is the monster youre messaging
player indication of interest
monster indication of disinterest
player probing
monster rejects","player tentatively says something positive
monster responds positively
player says another thing
monster is enthusiastic
player asks if monster wants to go out
monster says yes"
120,longWalksOnTheBeach,longwalksonthebeach,"Age: 28
Height: 4'7
Species: Harpy
Feathers: Iridescent","I'm new to this, so here goes...
I'm a normal, down-to-earth monster who love laughing and long walks on the beach.

I always like to look on the bright side. I'm a glass half-full kind of person, you know?

My family is really important to me, and so are my friends, who are basically my family.

Looking for a partner in crime! I'm just a genuine girl looking for a genuine partner. My life is already great, I just need someone to share it with :-)",She's a stunning harpy with iridiscent feathers in all the colors of the rainbow. Your heart skips a beat as you admire her ample plumage.,"hey how's it going this is the player
hey this is the monster youre messaging
player indication of interest
monster indication of disinterest
player probing
monster rejects","player tentatively says something positive
monster responds positively
player says another thing
monster is enthusiastic
player asks if monster wants to go out
monster says yes"
204,NormalGirl,bluefurry,"Age: 30
Height: 5'
Hair: Everywhere","I'm just a normal girl who is looking for someone to snuggle with in bed. My favorite TV show is The Wire That Connects My Brain To My Body because it was just super real. Please only message me if you're super real.

My fur is blue and sometimes I feel blue too. I hope that's okay.

The last guy I dated had 10 assholes, and that was appropriate because he was a total 10x asshole. I'm looking for someone who isn't an asshole. Preferably someone who doesn't even have an asshole, but I'm open.","A blue, furry figure cracks her neck in the sexiest way you've ever seen anyone crack her neck. She's your favorite shade of blue. She's the same shade of blue as your room when you just a kid monster. It feels like your whole life has been leading up to this point. She's your soulmate. You know it.","hey how's it going this is the player
hey this is the monster youre messaging
player indication of interest
monster indication of disinterest
player probing
monster rejects","player tentatively says something positive
monster responds positively
player says another thing
monster is enthusiastic
player asks if monster wants to go out
monster says yes"
207,spooky_rainbow_horn,unicornghost,"Age: 19 while alive, 249 total, but who's counting? ;)
Height: 18 hands
Magical Unicorn Horns: 1","Yeah that’s right, I’ve got a 19 year old unicorn’s hot bod with the wisdom and experience that comes from being a 249 year old unicorn ghost. And my horn is *MAGIC*. I like rainbows, night gardens, and long walks in the moonlight.

I get a lot of offers, quite a few monster folks are looking for someone like me. So when you message me, please include the following:

- a photograph of yourself underneath your backyard waterfall at midnight (please make sure the lighting is NATURAL MOONLIGHT ONLY, no artificial lighting. You do have a backyard waterfall, right?)
- a 20-page detailed plan on how ghosts can be reintroduced to society
- your clean health record, signed by a paranormal physician within the last 30 days (honestly I think everyone should do this, regardless of unicorn ghost status. just do it.)
- a 10 page “creative” sample on the importance and modern relevance of the rainbow (I will also accept an interpretive dance for this sample ONLY)

ALL MESSAGES THAT DO NOT INCLUDE THE ABOVE SUPPLEMENTS WILL BE IGNORED","A creature with four legs emerges, radiant and majestic. It appears to float, not walk off the bus. Is it sparkling in the sunlight, or is that… a rainbow? Regardless, you are entranced. You need to know more about this one…","hey how's it going this is the player
hey this is the monster youre messaging
player indication of interest
monster indication of disinterest
player probing
monster rejects","player tentatively says something positive
monster responds positively
player says another thing
monster is enthusiastic
player asks if monster wants to go out
monster says yes"
209,KawaiiCthulhu,cthulu,"Age: 28
Height: 9'
Favorite Anime: Haiyore! Nyaruko-san","I might have a huge head and I might have huge wings, but I promise that my heart is even bigger. Also, yes, my nipples are shaped like stars.

I am nearly fluent in Japanese. This is mostly because I’m planning on destroying a city over there next year — it’s been a lifelong dream of mine — and I figure that I’ll be way scarier if I can speak the language, you know?

I’m looking for someone who will be my partner in bed, my partner in life, and hopefully my partner in the destruction of Yatsushiro or some other small Japanese city.",His wings are green and leathery. His eyes are soft and goat-like. You think you see him glance back at you and you shrink away. He’s just…so…cute…,"hey how's it going this is the player
hey this is the monster youre messaging
player indication of interest
monster indication of disinterest
player probing
monster rejects","player tentatively says something positive
monster responds positively
player says another thing
monster is enthusiastic
player asks if monster wants to go out
monster says yes"
212,ectogurl,goop,"Age: 30
Height: 6'
Gelatin: nonadhesive","Hey guys! I'm an ectoplasm looking for a large, nonporous container to pursue a serious romantic relationship with (or at least someone who owns one.) must be totally nonporous, for serious, I am very very insistent about this for personal health and safety reasons. :) hope to hear from you soon!",You see a large glass aquarium on wheels descend the wheelchair lift and roll gracefully onto the sidewalk. The container is filled with the most gorgeous shimmering shining green goop you have EVER seen. God. It's like looking into the depths of pure beauty itself. Gelatinous glory! Your guts wobble in nervous admiration!!,"hey how's it going this is the player
hey this is the monster youre messaging
player indication of interest
monster indication of disinterest
player probing
monster rejects","player tentatively says something positive
monster responds positively
player says another thing
monster is enthusiastic
player asks if monster wants to go out
monster says yes"
213,wolfenstein3D,p_abs,"Age: 33
Height: 6'1
Moons: Full","Hey guys. Looking for something quick and easy, no strings attached. A few dates and some hookups and maybe we go out to see a movie once or twice. Just putting it out there. I am a WW and I live my whole life by the moon so expect our fling to last no longer than 28 days before I move on mentally and emotionally. Jus tbeing honest with you. However I swear they will be the best damn 28 days of ure life so far :) ;)","You catch a glimpse of a SUPER FIT and, god, just REALLY ATTRACTIVE LOOKING guy with fading whisps of werewolf fur all over his face and hands. Must be coming down off the full moon, huh? He strides off down the street, sighing into his phone: 'Sorry, I said no strings attached, man. I meant it.'","hey how's it going this is the player
hey this is the monster youre messaging
player indication of interest
monster indication of disinterest
player probing
monster rejects","player tentatively says something positive
monster responds positively
player says another thing
monster is enthusiastic
player asks if monster wants to go out
monster says yes"
